t,repeatability,bigint_repeatability,contributionS,thisS
1078,75686967,75686967 (e0),95079181888663713 (e0),110487533388029973791 (e0)
1079,75151448,75151448 (e0),94669180862976000 (e0),110582202568892949791 (e0)
1080,74618461,74618461 (e0),94259117500395301 (e0),110676461686393345092 (e0)
1081,74088000,74088000 (e0),93849000888384000 (e0),110770310687281729092 (e0)
1082,73560059,73560059 (e0),93438840115808433 (e0),110863749527397537525 (e0)
1083,73034632,73034632 (e0),93028644272700928 (e0),110956778171670238453 (e0)
1084,72511713,72511713 (e0),92618422450021125 (e0),111049396594120259578 (e0)
1085,71991296,71991296 (e0),92208183739416576 (e0),111141604777859676154 (e0)
1086,71473375,71473375 (e0),91797937232982625 (e0),111233402715092658779 (e0)
1087,70957944,70957944 (e0),91387692023021568 (e0),111324790407115680347 (e0)
1088,70444997,70444997 (e0),90977457201801093 (e0),111415767864317481440 (e0)
1089,69934528,69934528 (e0),90567241861312000 (e0),111506335106178793440 (e0)
1090,69426531,69426531 (e0),90157055093025201 (e0),111596492161271818641 (e0)
1091,68921000,68921000 (e0),89746905987648000 (e0),111686239067259466641 (e0)
1092,68417929,68417929 (e0),89336803634879653 (e0),111775575870894346294 (e0)
1093,67917312,67917312 (e0),88926757123166208 (e0),111864502628017512502 (e0)
1094,67419143,67419143 (e0),88516775539454625 (e0),111953019403556967127 (e0)
1095,66923416,66923416 (e0),88106867968946176 (e0),112041126271525913303 (e0)
1096,66430125,66430125 (e0),87697043494849125 (e0),112128823315020762428 (e0)
1097,65939264,65939264 (e0),87287311198130688 (e0),112216110626218893116 (e0)
1098,65450827,65450827 (e0),86877680157268273 (e0),112302988306376161389 (e0)
1099,64964808,64964808 (e0),86468159448000000 (e0),112389456465824161389 (e0)
1100,64481201,64481201 (e0),86058758143074501 (e0),112475515223967235890 (e0)
1101,64000000,64000000 (e0),85649485312000000 (e0),112561164709279235890 (e0)
1102,63521199,63521199 (e0),85240350020792673 (e0),112646405059300028563 (e0)
1103,63044792,63044792 (e0),84831361331724288 (e0),112731236420631752851 (e0)
1104,62570773,62570773 (e0),84422528303069125 (e0),112815658948934821976 (e0)
1105,62099136,62099136 (e0),84013859988850176 (e0),112899672808923672152 (e0)
1106,61629875,61629875 (e0),83605365438584625 (e0),112983278174362256777 (e0)
1107,61162984,61162984 (e0),83197053697028608 (e0),113066475228059285385 (e0)
1108,60698457,60698457 (e0),82788933803921253 (e0),113149264161863206638 (e0)
1109,60236288,60236288 (e0),82381014793728000 (e0),113231645176656934638 (e0)
1110,59776471,59776471 (e0),81973305695383201 (e0),113313618482352317839 (e0)
1111,59319000,59319000 (e0),81565815532032000 (e0),113395184297884349839 (e0)
1112,58863869,58863869 (e0),81158553320771493 (e0),113476342851205121332 (e0)
1113,58411072,58411072 (e0),80751528072391168 (e0),113557094379277512500 (e0)
1114,57960603,57960603 (e0),80344748791112625 (e0),113637439128068625125 (e0)
1115,57512456,57512456 (e0),79938224474328576 (e0),113717377352542953701 (e0)
1116,57066625,57066625 (e0),79531964112341125 (e0),113796909316655294826 (e0)
1117,56623104,56623104 (e0),79125976688099328 (e0),113876035293343394154 (e0)
1118,56181887,56181887 (e0),78720271176936033 (e0),113954755564520330187 (e0)
1119,55742968,55742968 (e0),78314856546304000 (e0),114033070421066634187 (e0)
1120,55306341,55306341 (e0),77909741755511301 (e0),114110980162822145488 (e0)
1121,54872000,54872000 (e0),77504935755456000 (e0),114188485098577601488 (e0)
1122,54439939,54439939 (e0),77100447488360113 (e0),114265585546065961601 (e0)
1123,54010152,54010152 (e0),76696285887502848 (e0),114342281831953464449 (e0)
1124,53582633,53582633 (e0),76292459876953125 (e0),114418574291830417574 (e0)
1125,53157376,53157376 (e0),75888978371301376 (e0),114494463270201718950 (e0)
1126,52734375,52734375 (e0),75485850275390625 (e0),114569949120477109575 (e0)
1127,52313624,52313624 (e0),75083084484046848 (e0),114645032204961156423 (e0)
1128,51895117,51895117 (e0),74680689881808613 (e0),114719712894842965036 (e0)
1129,51478848,51478848 (e0),74278675342656000 (e0),114793991570185621036 (e0)
1130,51064811,51064811 (e0),73877049729738801 (e0),114867868619915359837 (e0)
1131,50653000,50653000 (e0),73475821895104000 (e0),114941344441810463837 (e0)
1132,50243409,50243409 (e0),73075000679422533 (e0),115014419442489886370 (e0)
1133,49836032,49836032 (e0),72674594911715328 (e0),115087094037401601698 (e0)
1134,49430863,49430863 (e0),72274613409078625 (e0),115159368650810680323 (e0)
1135,49027896,49027896 (e0),71875064976408576 (e0),115231243715787088899 (e0)
1136,48627125,48627125 (e0),71475958406125125 (e0),115302719674193214024 (e0)
1137,48228544,48228544 (e0),71077302477895168 (e0),115373796976671109192 (e0)
1138,47832147,47832147 (e0),70679105958354993 (e0),115444476082629464185 (e0)
1139,47437928,47437928 (e0),70281377600832000 (e0),115514757460230296185 (e0)
1140,47045881,47045881 (e0),69884126145065701 (e0),115584641586375361886 (e0)
1141,46656000,46656000 (e0),69487360316928000 (e0),115654128946692289886 (e0)
1142,46268279,46268279 (e0),69091088828142753 (e0),115723220035520432639 (e0)
1143,45882712,45882712 (e0),68695320376004608 (e0),115791915355896437247 (e0)
1144,45499293,45499293 (e0),68300063643097125 (e0),115860215419539534372 (e0)
1145,45118016,45118016 (e0),67905327297010176 (e0),115928120746836544548 (e0)
1146,44738875,44738875 (e0),67511119990056625 (e0),115995631866826601173 (e0)
1147,44361864,44361864 (e0),67117450358988288 (e0),116062749317185589461 (e0)
1148,43986977,43986977 (e0),66724327024711173 (e0),116129473644210300634 (e0)
1149,43614208,43614208 (e0),66331758592000000 (e0),116195805402802300634 (e0)
1150,43243551,43243551 (e0),65939753649212001 (e0),116261745156451512635 (e0)
1151,42875000,42875000 (e0),65548320768000000 (e0),116327293477219512635 (e0)
1152,42508549,42508549 (e0),65157468503024773 (e0),116392450945722537408 (e0)
1153,42144192,42144192 (e0),64767205391666688 (e0),116457218151114204096 (e0)
1154,41781923,41781923 (e0),64377539953736625 (e0),116521595691067940721 (e0)
1155,41421736,41421736 (e0),63988480691186176 (e0),116585584171759126897 (e0)
1156,41063625,41063625 (e0),63600036087817125 (e0),116649184207846944022 (e0)
1157,40707584,40707584 (e0),63212214608990208 (e0),116712396422455934230 (e0)
1158,40353607,40353607 (e0),62825024701333153 (e0),116775221447157267383 (e0)
1159,40001688,40001688 (e0),62438474792448000 (e0),116837659921949715383 (e0)
1160,39651821,39651821 (e0),62052573290617701 (e0),116899712495240333084 (e0)
1161,39304000,39304000 (e0),61667328584512000 (e0),116961379823824845084 (e0)
1162,38958219,38958219 (e0),61282749042892593 (e0),117022662572867737677 (e0)
1163,38614472,38614472 (e0),60898843014317568 (e0),117083561415882055245 (e0)
1164,38272753,38272753 (e0),60515618826845125 (e0),117144077034708900370 (e0)
1165,37933056,37933056 (e0),60133084787736576 (e0),117204210119496636946 (e0)
1166,37595375,37595375 (e0),59751249183158625 (e0),117263961368679795571 (e0)
1167,37259704,37259704 (e0),59370120277884928 (e0),117323331488957680499 (e0)
1168,36926037,36926037 (e0),58989706314996933 (e0),117382321195272677432 (e0)
1169,36594368,36594368 (e0),58610015515584000 (e0),117440931210788261432 (e0)
1170,36264691,36264691 (e0),58231056078442801 (e0),117499162266866704233 (e0)
1171,35937000,35937000 (e0),57852836179776000 (e0),117557015103046480233 (e0)
1172,35611289,35611289 (e0),57475363972890213 (e0),117614490467019370446 (e0)
1173,35287552,35287552 (e0),57098647587893248 (e0),117671589114607263694 (e0)
1174,34965783,34965783 (e0),56722695131390625 (e0),117728311809738654319 (e0)
1175,34645976,34645976 (e0),56347514686181376 (e0),117784659324424835695 (e0)
1176,34328125,34328125 (e0),55973114310953125 (e0),117840632438735788820 (e0)
1177,34012224,34012224 (e0),55599502039976448 (e0),117896231940775765268 (e0)
1178,33698267,33698267 (e0),55226685882798513 (e0),117951458626658563781 (e0)
1179,33386248,33386248 (e0),54854673823936000 (e0),118006313300482499781 (e0)
1180,33076161,33076161 (e0),54483473822567301 (e0),118060796774305067082 (e0)
1181,32768000,32768000 (e0),54113093812224000 (e0),118114909868117291082 (e0)
1182,32461759,32461759 (e0),53743541700481633 (e0),118168653409817772715 (e0)
1183,32157432,32157432 (e0),53374825368649728 (e0),118222028235186422443 (e0)
1184,31855013,31855013 (e0),53006952671461125 (e0),118275035187857883568 (e0)
1185,31554496,31554496 (e0),52639931436760576 (e0),118327675119294644144 (e0)
1186,31255875,31255875 (e0),52273769465192625 (e0),118379948888759836769 (e0)
1187,30959144,30959144 (e0),51908474529888768 (e0),118431857363289725537 (e0)
1188,30664297,30664297 (e0),51544054376153893 (e0),118483401417665879430 (e0)
1189,30371328,30371328 (e0),51180516721152000 (e0),118534581934387031430 (e0)
1190,30080231,30080231 (e0),50817869253591201 (e0),118585399803640622631 (e0)
1191,29791000,29791000 (e0),50456119633408000 (e0),118635855923274030631 (e0)
1192,29503629,29503629 (e0),50095275491450853 (e0),118685951198765481484 (e0)
1193,29218112,29218112 (e0),49735344429163008 (e0),118735686543194644492 (e0)
1194,28934443,28934443 (e0),49376334018264625 (e0),118785062877212909117 (e0)
1195,28652616,28652616 (e0),49018251800434176 (e0),118834081129013343293 (e0)
1196,28372625,28372625 (e0),48661105286989125 (e0),118882742234300332418 (e0)
1197,28094464,28094464 (e0),48304901958565888 (e0),118931047136258898306 (e0)
1198,27818127,27818127 (e0),47949649264799073 (e0),118978996785523697379 (e0)
1199,27543608,27543608 (e0),47595354624000000 (e0),119026592140147697379 (e0)
1200,27270901,27270901 (e0),47242025422834501 (e0),119073834165570531880 (e0)
1201,27000000,27000000 (e0),46889669016000000 (e0),119120723834586531880 (e0)
1202,26730899,26730899 (e0),46538292725901873 (e0),119167262127312433753 (e0)
1203,26463592,26463592 (e0),46187903842329088 (e0),119213450031154762841 (e0)
1204,26198073,26198073 (e0),45838509622129125 (e0),119259288540776891966 (e0)
1205,25934336,25934336 (e0),45490117288882176 (e0),119304778658065774142 (e0)
1206,25672375,25672375 (e0),45142734032574625 (e0),119349921392098348767 (e0)
1207,25412184,25412184 (e0),44796367009271808 (e0),119394717759107620575 (e0)
1208,25153757,25153757 (e0),44451023340790053 (e0),119439168782448410628 (e0)
1209,24897088,24897088 (e0),44106710114368000 (e0),119483275492562778628 (e0)
1210,24642171,24642171 (e0),43763434382337201 (e0),119527038926945115829 (e0)
1211,24389000,24389000 (e0),43421203161792000 (e0),119570460130106907829 (e0)
1212,24137569,24137569 (e0),43080023434258693 (e0),119613540153541166522 (e0)
1213,23887872,23887872 (e0),42739902145363968 (e0),119656280055686530490 (e0)
1214,23639903,23639903 (e0),42400846204502625 (e0),119698680901891033115 (e0)
1215,23393656,23393656 (e0),42062862484504576 (e0),119740743764375537691 (e0)
1216,23149125,23149125 (e0),41725957821301125 (e0),119782469722196838816 (e0)
1217,22906304,22906304 (e0),41390139013590528 (e0),119823859861210429344 (e0)
1218,22665187,22665187 (e0),41055412822502833 (e0),119864915274032932177 (e0)
1219,22425768,22425768 (e0),40721785971264000 (e0),119905637060004196177 (e0)
1220,22188041,22188041 (e0),40389265144859301 (e0),119946026325149055478 (e0)
1221,21952000,21952000 (e0),40057856989696000 (e0),119986084182138751478 (e0)
1222,21717639,21717639 (e0),39727568113265313 (e0),120025811750252016791 (e0)
1223,21484952,21484952 (e0),39398405083803648 (e0),120065210155335820439 (e0)
1224,21253933,21253933 (e0),39070374429953125 (e0),120104280529765773564 (e0)
1225,21024576,21024576 (e0),38743482640421376 (e0),120143024012406194940 (e0)
1226,20796875,20796875 (e0),38417736163640625 (e0),120181441748569835565 (e0)
1227,20570824,20570824 (e0),38093141407426048 (e0),120219534889977261613 (e0)
1228,20346417,20346417 (e0),37769704738633413 (e0),120257304594715895026 (e0)
1229,20123648,20123648 (e0),37447432482816000 (e0),120294752027198711026 (e0)
1230,19902511,19902511 (e0),37126330923880801 (e0),120331878358122591827 (e0)
1231,19683000,19683000 (e0),36806406303744000 (e0),120368684764426335827 (e0)
1232,19465109,19465109 (e0),36487664821985733 (e0),120405172429248321560 (e0)
1233,19248832,19248832 (e0),36170112635504128 (e0),120441342541883825688 (e0)
1234,19034163,19034163 (e0),35853755858168625 (e0),120477196297741994313 (e0)
1235,18821096,18821096 (e0),35538600560472576 (e0),120512734898302466889 (e0)
1236,18609625,18609625 (e0),35224652769185125 (e0),120547959551071652014 (e0)
1237,18399744,18399744 (e0),34911918467002368 (e0),120582871469538654382 (e0)
1238,18191447,18191447 (e0),34600403592197793 (e0),120617471873130852175 (e0)
1239,17984728,17984728 (e0),34290114038272000 (e0),120651761987169124175 (e0)
1240,17779581,17779581 (e0),33981055653601701 (e0),120685743042822725876 (e0)
1241,17576000,17576000 (e0),33673234241088000 (e0),120719416277063813876 (e0)
1242,17373979,17373979 (e0),33366655557803953 (e0),120752782932621617829 (e0)
1243,17173512,17173512 (e0),33061325314641408 (e0),120785844257936259237 (e0)
1244,16974593,16974593 (e0),32757249175957125 (e0),120818601507112216362 (e0)
1245,16777216,16777216 (e0),32454432759218176 (e0),120851055939871434538 (e0)
1246,16581375,16581375 (e0),32152881634646625 (e0),120883208821506081163 (e0)
1247,16387064,16387064 (e0),31852601324863488 (e0),120915061422830944651 (e0)
1248,16194277,16194277 (e0),31553597304531973 (e0),120946615020135476624 (e0)
1249,16003008,16003008 (e0),31255875000000000 (e0),120977870895135476624 (e0)
1250,15813251,15813251 (e0),30959439788942001 (e0),121008830334924418625 (e0)
1251,15625000,15625000 (e0),30664297000000000 (e0),121039494631924418625 (e0)
1252,15438249,15438249 (e0),30370451912423973 (e0),121069865083836842598 (e0)
1253,15252992,15252992 (e0),30077909755711488 (e0),121099942993592554086 (e0)
1254,15069223,15069223 (e0),29786675709246625 (e0),121129729669301800711 (e0)
1255,14886936,14886936 (e0),29496754901938176 (e0),121159226424203738887 (e0)
1256,14706125,14706125 (e0),29208152411857125 (e0),121188434576615596012 (e0)
1257,14526784,14526784 (e0),28920873265873408 (e0),121217355449881469420 (e0)
1258,14348907,14348907 (e0),28634922439291953 (e0),121245990372320761373 (e0)
1259,14172488,14172488 (e0),28350304855488000 (e0),121274340677176249373 (e0)
1260,13997521,13997521 (e0),28067025385541701 (e0),121302407702561791074 (e0)
1261,13824000,13824000 (e0),27785088847872000 (e0),121330192791409663074 (e0)
1262,13651919,13651919 (e0),27504500007869793 (e0),121357697291417532867 (e0)
1263,13481272,13481272 (e0),27225263577530368 (e0),121384922554995063235 (e0)
1264,13312053,13312053 (e0),26947384215085125 (e0),121411869939210148360 (e0)
1265,13144256,13144256 (e0),26670866524632576 (e0),121438540805734780936 (e0)
1266,12977875,12977875 (e0),26395715055768625 (e0),121464936520790549561 (e0)
1267,12812904,12812904 (e0),26121934303216128 (e0),121491058455093765689 (e0)
1268,12649337,12649337 (e0),25849528706453733 (e0),121516907983800219422 (e0)
1269,12487168,12487168 (e0),25578502649344000 (e0),121542486486449563422 (e0)
1270,12326391,12326391 (e0),25308860459760801 (e0),121567795346909324223 (e0)
1271,12167000,12167000 (e0),25040606409216000 (e0),121592835953318540223 (e0)
1272,12008989,12008989 (e0),24773744712485413 (e0),121617609698031025636 (e0)
1273,11852352,11852352 (e0),24508279527234048 (e0),121642117977558259684 (e0)
1274,11697083,11697083 (e0),24244214953640625 (e0),121666362192511900309 (e0)
1275,11543176,11543176 (e0),23981555034021376 (e0),121690343747545921685 (e0)
1276,11390625,11390625 (e0),23720303752453125 (e0),121714064051298374810 (e0)
1277,11239424,11239424 (e0),23460465034395648 (e0),121737524516332770458 (e0)
1278,11089567,11089567 (e0),23202042746313313 (e0),121760726559079083771 (e0)
1279,10941048,10941048 (e0),22945040695296000 (e0),121783671599774379771 (e0)
1280,10793861,10793861 (e0),22689462628679301 (e0),121806361062403059072 (e0)
1281,10648000,10648000 (e0),22435312233664000 (e0),121828796374636723072 (e0)
1282,10503459,10503459 (e0),22182593136934833 (e0),121850978967773657905 (e0)
1283,10360232,10360232 (e0),21931308904278528 (e0),121872910276677936433 (e0)
1284,10218313,10218313 (e0),21681463040201125 (e0),121894591739718137558 (e0)
1285,10077696,10077696 (e0),21433058987544576 (e0),121916024798705682134 (e0)
1286,9938375,9938375 (e0),21186100127102625 (e0),121937210898832784759 (e0)
1287,9800344,9800344 (e0),20940589777235968 (e0),121958151488610020727 (e0)
1288,9663597,9663597 (e0),20696531193486693 (e0),121978848019803507420 (e0)
1289,9528128,9528128 (e0),20453927568192000 (e0),121999301947371699420 (e0)
1290,9393931,9393931 (e0),20212782030097201 (e0),122019514729401796621 (e0)
1291,9261000,9261000 (e0),19973097643968000 (e0),122039487827045764621 (e0)
1292,9129329,9129329 (e0),19734877410202053 (e0),122059222704455966674 (e0)
1293,8998912,8998912 (e0),19498124264439808 (e0),122078720828720406482 (e0)
1294,8869743,8869743 (e0),19262841077174625 (e0),122097983669797581107 (e0)
1295,8741816,8741816 (e0),19029030653362176 (e0),122117012700450943283 (e0)
1296,8615125,8615125 (e0),18796695732029125 (e0),122135809396182972408 (e0)
1297,8489664,8489664 (e0),18565838985881088 (e0),122154375235168853496 (e0)
1298,8365427,8365427 (e0),18336463020909873 (e0),122172711698189763369 (e0)
1299,8242408,8242408 (e0),18108570376000000 (e0),122190820268565763369 (e0)
1300,8120601,8120601 (e0),17882163522534501 (e0),122208702432088297870 (e0)
1301,8000000,8000000 (e0),17657244864000000 (e0),122226359676952297870 (e0)
1302,7880599,7880599 (e0),17433816735591073 (e0),122243793493687888943 (e0)
1303,7762392,7762392 (e0),17211881403813888 (e0),122261005375091702831 (e0)
1304,7645373,7645373 (e0),16991441066089125 (e0),122277996816157791956 (e0)
1305,7529536,7529536 (e0),16772497850354176 (e0),122294769314008146132 (e0)
1306,7414875,7414875 (e0),16555053814664625 (e0),122311324367822810757 (e0)
1307,7301384,7301384 (e0),16339110946795008 (e0),122327663478769605765 (e0)
1308,7189057,7189057 (e0),16124671163838853 (e0),122343788149933444618 (e0)
1309,7077888,7077888 (e0),15911736311808000 (e0),122359699886245252618 (e0)
1310,6967871,6967871 (e0),15700308165231201 (e0),122375400194410483819 (e0)
1311,6859000,6859000 (e0),15490388426752000 (e0),122390890582837235819 (e0)
1312,6751269,6751269 (e0),15281978726725893 (e0),122406172561563961712 (e0)
1313,6644672,6644672 (e0),15075080622816768 (e0),122421247642186778480 (e0)
1314,6539203,6539203 (e0),14869695599592625 (e0),122436117337786371105 (e0)
1315,6434856,6434856 (e0),14665825068120576 (e0),122450783162854491681 (e0)
1316,6331625,6331625 (e0),14463470365561125 (e0),122465246633220052806 (e0)
1317,6229504,6229504 (e0),14262632754761728 (e0),122479509265974814534 (e0)
1318,6128487,6128487 (e0),14063313423849633 (e0),122493572579398664167 (e0)
1319,6028568,6028568 (e0),13865513485824000 (e0),122507438092884488167 (e0)
1320,5929741,5929741 (e0),13669233978147301 (e0),122521107326862635468 (e0)
1321,5832000,5832000 (e0),13474475862336000 (e0),122534581802724971468 (e0)
1322,5735339,5735339 (e0),13281240023550513 (e0),122547863042748521981 (e0)
1323,5639752,5639752 (e0),13089527270184448 (e0),122560952570018706429 (e0)
1324,5545233,5545233 (e0),12899338333453125 (e0),122573851908352159554 (e0)
1325,5451776,5451776 (e0),12710673866981376 (e0),122586562582219140930 (e0)
1326,5359375,5359375 (e0),12523534446390625 (e0),122599086116665531555 (e0)
1327,5268024,5268024 (e0),12337920568885248 (e0),122611424037234416803 (e0)
1328,5177717,5177717 (e0),12153832652838213 (e0),122623577869887255016 (e0)
1329,5088448,5088448 (e0),11971271037376000 (e0),122635549140924631016 (e0)
1330,5000211,5000211 (e0),11790235981962801 (e0),122647339376906593817 (e0)
1331,4913000,4913000 (e0),11610727665984000 (e0),122658950104572577817 (e0)
1332,4826809,4826809 (e0),11432746188328933 (e0),122670382850760906750 (e0)
1333,4741632,4741632 (e0),11256291566972928 (e0),122681639142327879678 (e0)
1334,4657463,4657463 (e0),11081363738558625 (e0),122692720506066438303 (e0)
1335,4574296,4574296 (e0),10907962557976576 (e0),122703628468624414879 (e0)
1336,4492125,4492125 (e0),10736087797945125 (e0),122714364556422360004 (e0)
1337,4410944,4410944 (e0),10565739148589568 (e0),122724930295570949572 (e0)
1338,4330747,4330747 (e0),10396916217020593 (e0),122735327211787970165 (e0)
1339,4251528,4251528 (e0),10229618526912000 (e0),122745556830314882165 (e0)
1340,4173281,4173281 (e0),10063845518077701 (e0),122755620675832959866 (e0)
1341,4096000,4096000 (e0),9899596546048000 (e0),122765520272379007866 (e0)
1342,4019679,4019679 (e0),9736870881645153 (e0),122775257143260653019 (e0)
1343,3944312,3944312 (e0),9575667710558208 (e0),122784832810971211227 (e0)
1344,3869893,3869893 (e0),9415986132917125 (e0),122794248797104128352 (e0)
1345,3796416,3796416 (e0),9257825162866176 (e0),122803506622266994528 (e0)
1346,3723875,3723875 (e0),9101183728136625 (e0),122812607805995131153 (e0)
1347,3652264,3652264 (e0),8946060669618688 (e0),122821553866664749841 (e0)
1348,3581577,3581577 (e0),8792454740932773 (e0),122830346321405682614 (e0)
1349,3511808,3511808 (e0),8640364608000000 (e0),122838986686013682614 (e0)
1350,3442951,3442951 (e0),8489788848612001 (e0),122847476474862294615 (e0)
1351,3375000,3375000 (e0),8340725952000000 (e0),122855817200814294615 (e0)
1352,3307949,3307949 (e0),8193174318403173 (e0),122864010375132697788 (e0)
1353,3241792,3241792 (e0),8047132258636288 (e0),122872057507391334076 (e0)
1354,3176523,3176523 (e0),7902597993656625 (e0),122879960105384990701 (e0)
1355,3112136,3112136 (e0),7759569654130176 (e0),122887719675039120877 (e0)
1356,3048625,3048625 (e0),7618045279997125 (e0),122895337720319118002 (e0)
1357,2985984,2985984 (e0),7478022820036608 (e0),122902815743139154610 (e0)
1358,2924207,2924207 (e0),7339500131430753 (e0),122910155243270585363 (e0)
1359,2863288,2863288 (e0),7202474979328000 (e0),122917357718249913363 (e0)
1360,2803221,2803221 (e0),7066945036405701 (e0),122924424663286319064 (e0)
1361,2744000,2744000 (e0),6932907882432000 (e0),122931357571168751064 (e0)
1362,2685619,2685619 (e0),6800361003826993 (e0),122938157932172578057 (e0)
1363,2628072,2628072 (e0),6669301793223168 (e0),122944827233965801225 (e0)
1364,2571353,2571353 (e0),6539727549025125 (e0),122951366961514826350 (e0)
1365,2515456,2515456 (e0),6411635474968576 (e0),122957778596989794926 (e0)
1366,2460375,2460375 (e0),6285022679678625 (e0),122964063619669473551 (e0)
1367,2406104,2406104 (e0),6159886176227328 (e0),122970223505845700879 (e0)
1368,2352637,2352637 (e0),6036222881690533 (e0),122976259728727391412 (e0)
1369,2299968,2299968 (e0),5914029616704000 (e0),122982173758344095412 (e0)
1370,2248091,2248091 (e0),5793303105018801 (e0),122987967061449114213 (e0)
1371,2197000,2197000 (e0),5674039973056000 (e0),122993641101422170213 (e0)
1372,2146689,2146689 (e0),5556236749460613 (e0),122999197338171630826 (e0)
1373,2097152,2097152 (e0),5439889864654848 (e0),123004637228036285674 (e0)
1374,2048383,2048383 (e0),5324995650390625 (e0),123009962223686676299 (e0)
1375,2000376,2000376 (e0),5211550339301376 (e0),123015173774025977675 (e0)
1376,1953125,1953125 (e0),5099550064453125 (e0),123020273324090430800 (e0)
1377,1906624,1906624 (e0),4988990858894848 (e0),123025262314949325648 (e0)
1378,1860867,1860867 (e0),4879868655208113 (e0),123030142183604533761 (e0)
1379,1815848,1815848 (e0),4772179285056000 (e0),123034914362889589761 (e0)
1380,1771561,1771561 (e0),4665918478731301 (e0),123039580281368321062 (e0)
1381,1728000,1728000 (e0),4561081864704000 (e0),123044141363233025062 (e0)
1382,1685159,1685159 (e0),4457664969168033 (e0),123048599028202193095 (e0)
1383,1643032,1643032 (e0),4355663215587328 (e0),123052954691417780423 (e0)
1384,1601613,1601613 (e0),4255071924241125 (e0),123057209763342021548 (e0)
1385,1560896,1560896 (e0),4155886311768576 (e0),123061365649653790124 (e0)
1386,1520875,1520875 (e0),4058101490712625 (e0),123065423751144502749 (e0)
1387,1481544,1481544 (e0),3961712469063168 (e0),123069385463613565917 (e0)
1388,1442897,1442897 (e0),3866714149799493 (e0),123073252177763365410 (e0)
1389,1404928,1404928 (e0),3773101330432000 (e0),123077025279093797410 (e0)
1390,1367631,1367631 (e0),3680868702543201 (e0),123080706147796340611 (e0)
1391,1331000,1331000 (e0),3590010851328000 (e0),123084296158647668611 (e0)
1392,1295029,1295029 (e0),3500522255133253 (e0),123087796680902801864 (e0)
1393,1259712,1259712 (e0),3412397284996608 (e0),123091209078187798472 (e0)
1394,1225043,1225043 (e0),3325630204184625 (e0),123094534708391983097 (e0)
1395,1191016,1191016 (e0),3240215167730176 (e0),123097774923559713273 (e0)
1396,1157625,1157625 (e0),3156146221969125 (e0),123100931069781682398 (e0)
1397,1124864,1124864 (e0),3073417304076288 (e0),123104004487085758686 (e0)
1398,1092727,1092727 (e0),2992022241600673 (e0),123106996509327359359 (e0)
1399,1061208,1061208 (e0),2911954752000000 (e0),123109908464079359359 (e0)
1400,1030301,1030301 (e0),2833208442174501 (e0),123112741672521533860 (e0)
1401,1000000,1000000 (e0),2755776808000000 (e0),123115497449329533860 (e0)
1402,970299,970299 (e0),2679653233860273 (e0),123118177102563394133 (e0)
1403,941192,941192 (e0),2604830992178688 (e0),123120781933555572821 (e0)
1404,912673,912673 (e0),2531303242949125 (e0),123123313236798521946 (e0)
1405,884736,884736 (e0),2459063033266176 (e0),123125772299831788122 (e0)
1406,857375,857375 (e0),2388103296854625 (e0),123128160403128642747 (e0)
1407,830584,830584 (e0),2318416853598208 (e0),123130478819982240955 (e0)
1408,804357,804357 (e0),2249996409067653 (e0),123132728816391308608 (e0)
1409,778688,778688 (e0),2182834554048000 (e0),123134911650945356608 (e0)
1410,753571,753571 (e0),2116923764065201 (e0),123137028574709421809 (e0)
1411,729000,729000 (e0),2052256398912000 (e0),123139080831108333809 (e0)
1412,704969,704969 (e0),1988824702173093 (e0),123141069655810506902 (e0)
1413,681472,681472 (e0),1926620800749568 (e0),123142996276611256470 (e0)
1414,658503,658503 (e0),1865636704382625 (e0),123144861913315639095 (e0)
1415,636056,636056 (e0),1805864305176576 (e0),123146667777620815671 (e0)
1416,614125,614125 (e0),1747295377121125 (e0),123148415072997936796 (e0)
1417,592704,592704 (e0),1689921575612928 (e0),123150104994573549724 (e0)
1418,571787,571787 (e0),1633734436976433 (e0),123151738729010526157 (e0)
1419,551368,551368 (e0),1578725377984000 (e0),123153317454388510157 (e0)
1420,531441,531441 (e0),1524885695375301 (e0),123154842340083885458 (e0)
1421,512000,512000 (e0),1472206565376000 (e0),123156314546649261458 (e0)
1422,493039,493039 (e0),1420679043215713 (e0),123157735225692477171 (e0)
1423,474552,474552 (e0),1370294062645248 (e0),123159105519755122419 (e0)
1424,456533,456533 (e0),1321042435453125 (e0),123160426562190575544 (e0)
1425,438976,438976 (e0),1272914850981376 (e0),123161699477041556920 (e0)
1426,421875,421875 (e0),1225901875640625 (e0),123162925378917197545 (e0)
1427,405224,405224 (e0),1179993952424448 (e0),123164105372869621993 (e0)
1428,389017,389017 (e0),1135181400423013 (e0),123165240554270045006 (e0)
1429,373248,373248 (e0),1091454414336000 (e0),123166332008684381006 (e0)
1430,357911,357911 (e0),1048803063984801 (e0),123167380811748365807 (e0)
1431,343000,343000 (e0),1007217293824000 (e0),123168388029042189807 (e0)
1432,328509,328509 (e0),966686922452133 (e0),123169354715964641940 (e0)
1433,314432,314432 (e0),927201642121728 (e0),123170281917606763668 (e0)
1434,300763,300763 (e0),888751018248625 (e0),123171170668625012293 (e0)
1435,287496,287496 (e0),851324488920576 (e0),123172021993113932869 (e0)
1436,274625,274625 (e0),814911364405125 (e0),123172836904478337994 (e0)
1437,262144,262144 (e0),779500826656768 (e0),123173616405304994762 (e0)
